pagina,url,instancia,form_id_esperado,form_id_en_pagina,form_id_registrado,fecha_hora,correo_prueba,ronda3_ejecutada,R1_renderiza,R2_campos,R3_envio,R4_confirmacion,R5_clausula_datos,H1_contacto,H2_atribucion,H3_programa,H4_activador,H5_disparo,H6_marca,H7_definicion,caso,severidad,accion,quien,observacion
curso-desarrollo-organizacional-y-gestion-del-cambio,https://udeponline.pe/curso-desarrollo-organizacional-y-gestion-del-cambio/,banner,47578cfa-f426-4fc3-a358-e880a8ad121e,47578cfa-f426-4fc3-a358-e880a8ad121e,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Gestión del Talento' y la pagina es de 'Desarrollo Organizacional y Gestión del Cambio'
curso-desarrollo-organizacional-y-gestion-del-cambio,https://udeponline.pe/curso-desarrollo-organizacional-y-gestion-del-cambio/,modal,47578cfa-f426-4fc3-a358-e880a8ad121e,47578cfa-f426-4fc3-a358-e880a8ad121e,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Gestión del Talento' y la pagina es de 'Desarrollo Organizacional y Gestión del Cambio'
diplomado-en-gestion-de-la-felicidad-y-bienestar-organizacional,https://udeponline.pe/diplomado-en-gestion-de-la-felicidad-y-bienestar-organizacional/,banner,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Gestión Felicidad y Bienestar Organizacional'
diplomado-en-gestion-de-la-felicidad-y-bienestar-organizacional,https://udeponline.pe/diplomado-en-gestion-de-la-felicidad-y-bienestar-organizacional/,modal,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Gestión Felicidad y Bienestar Organizacional'
diplomado-en-habilidades-para-la-gestion-de-equipos,https://udeponline.pe/diplomado-en-habilidades-para-la-gestion-de-equipos/,banner,c86ebf10-b97f-49a4-98ca-c16c183462ad,c86ebf10-b97f-49a4-98ca-c16c183462ad,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Habilidades para la Gestión de Equipos'
diplomado-en-habilidades-para-la-gestion-de-equipos,https://udeponline.pe/diplomado-en-habilidades-para-la-gestion-de-equipos/,modal,c86ebf10-b97f-49a4-98ca-c16c183462ad,c86ebf10-b97f-49a4-98ca-c16c183462ad,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Habilidades para la Gestión de Equipos'
diplomado-en-inteligencia-emocional-y-coaching-para-el-liderazgo-en-las-organizaciones,https://udeponline.pe/diplomado-en-inteligencia-emocional-y-coaching-para-el-liderazgo-en-las-organizaciones/,banner,bef4306e-9106-4ad8-920f-c01e63c7726e,bef4306e-9106-4ad8-920f-c01e63c7726e,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Inteligencia Emocional & Coaching'
diplomado-en-inteligencia-emocional-y-coaching-para-el-liderazgo-en-las-organizaciones,https://udeponline.pe/diplomado-en-inteligencia-emocional-y-coaching-para-el-liderazgo-en-las-organizaciones/,modal,bef4306e-9106-4ad8-920f-c01e63c7726e,bef4306e-9106-4ad8-920f-c01e63c7726e,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Inteligencia Emocional & Coaching'
diplomado-en-liderazgo-y-gestion-del-talento,https://udeponline.pe/diplomado-en-liderazgo-y-gestion-del-talento/,banner,74f59f7e-d2cd-40ad-911b-face84652266,74f59f7e-d2cd-40ad-911b-face84652266,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Liderazgo y Gestión del Talento'
diplomado-en-liderazgo-y-gestion-del-talento,https://udeponline.pe/diplomado-en-liderazgo-y-gestion-del-talento/,modal,74f59f7e-d2cd-40ad-911b-face84652266,74f59f7e-d2cd-40ad-911b-face84652266,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Liderazgo y Gestión del Talento'
diplomado-en-marketing-digital-y-analitica,https://udeponline.pe/diplomado-en-marketing-digital-y-analitica/,banner,36b4d47d-ccc6-4c5f-add9-b6477706ad65,36b4d47d-ccc6-4c5f-add9-b6477706ad65,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Marketing Digital y Analítica'
diplomado-en-marketing-digital-y-analitica,https://udeponline.pe/diplomado-en-marketing-digital-y-analitica/,modal,36b4d47d-ccc6-4c5f-add9-b6477706ad65,36b4d47d-ccc6-4c5f-add9-b6477706ad65,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado Marketing Digital y Analítica'
diplomado-en-marketing-digital-y-ecommerce,https://udeponline.pe/diplomado-en-marketing-digital-y-ecommerce/,banner,243be113-191b-4e14-92a7-1636105d46f4,243be113-191b-4e14-92a7-1636105d46f4,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,REVISAR,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,"el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado en Marketing Digital y Ecommerce'; REVISAR: Es diplomado pero entra por el Activador del cluster Marketing Digital, no por el de Diplomados. Puede ser intencional."
diplomado-en-marketing-digital-y-ecommerce,https://udeponline.pe/diplomado-en-marketing-digital-y-ecommerce/,modal,243be113-191b-4e14-92a7-1636105d46f4,243be113-191b-4e14-92a7-1636105d46f4,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,REVISAR,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,"el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Diplomado en Marketing Digital y Ecommerce'; REVISAR: Es diplomado pero entra por el Activador del cluster Marketing Digital, no por el de Diplomados. Puede ser intencional."
programa-de-especializacion-en-comunicacion-efectiva-y-gestion-de-equipos-de-alto-rendimiento,https://udeponline.pe/programa-de-especializacion-en-comunicacion-efectiva-y-gestion-de-equipos-de-alto-rendimiento/,banner,523d3530-c6c2-415d-a587-096a58a3f71f,523d3530-c6c2-415d-a587-096a58a3f71f,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Comunicación Efectiva y Gestión de Equipos de Alto Rendimiento'
programa-de-especializacion-en-comunicacion-efectiva-y-gestion-de-equipos-de-alto-rendimiento,https://udeponline.pe/programa-de-especializacion-en-comunicacion-efectiva-y-gestion-de-equipos-de-alto-rendimiento/,modal,523d3530-c6c2-415d-a587-096a58a3f71f,523d3530-c6c2-415d-a587-096a58a3f71f,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Comunicación Efectiva y Gestión de Equipos de Alto Rendimiento'
programa-de-especializacion-en-comunicacion-efectiva-y-gestion-del-talento,https://udeponline.pe/programa-de-especializacion-en-comunicacion-efectiva-y-gestion-del-talento/,banner,d60e69e9-97ee-4b86-beee-2447c8305fff,d60e69e9-97ee-4b86-beee-2447c8305fff,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Comunicación Efectiva y Gestión del Talento'
programa-de-especializacion-en-comunicacion-efectiva-y-gestion-del-talento,https://udeponline.pe/programa-de-especializacion-en-comunicacion-efectiva-y-gestion-del-talento/,modal,d60e69e9-97ee-4b86-beee-2447c8305fff,d60e69e9-97ee-4b86-beee-2447c8305fff,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Comunicación Efectiva y Gestión del Talento'
programa-de-especializacion-en-felicidad-organizacional-y-gestion-de-equipos-de-alto-rendimiento,https://udeponline.pe/programa-de-especializacion-en-felicidad-organizacional-y-gestion-de-equipos-de-alto-rendimiento/,banner,fb1d6938-aed4-44b8-bc70-03d1379f0712,fb1d6938-aed4-44b8-bc70-03d1379f0712,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Felicidad Organizacional y Gestion de Equipos de Alto Rendimiento'
programa-de-especializacion-en-felicidad-organizacional-y-gestion-de-equipos-de-alto-rendimiento,https://udeponline.pe/programa-de-especializacion-en-felicidad-organizacional-y-gestion-de-equipos-de-alto-rendimiento/,modal,fb1d6938-aed4-44b8-bc70-03d1379f0712,fb1d6938-aed4-44b8-bc70-03d1379f0712,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Felicidad Organizacional y Gestion de Equipos de Alto Rendimiento'
programa-de-especializacion-en-felicidad-organizacional-y-inteligencia-emocional,https://udeponline.pe/programa-de-especializacion-en-felicidad-organizacional-y-inteligencia-emocional/,banner,72e670fc-a6d3-4ef1-a735-987515c286d6,72e670fc-a6d3-4ef1-a735-987515c286d6,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Felicidad Organizacional e Inteligencia Emocional'
programa-de-especializacion-en-felicidad-organizacional-y-inteligencia-emocional,https://udeponline.pe/programa-de-especializacion-en-felicidad-organizacional-y-inteligencia-emocional/,modal,72e670fc-a6d3-4ef1-a735-987515c286d6,72e670fc-a6d3-4ef1-a735-987515c286d6,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Felicidad Organizacional e Inteligencia Emocional'
programa-de-especializacion-en-felicidad-y-desarrollo-organizacional,https://udeponline.pe/programa-de-especializacion-en-felicidad-y-desarrollo-organizacional/,banner,be719c32-c6ca-4e4c-ae56-e748f2edeb3a,be719c32-c6ca-4e4c-ae56-e748f2edeb3a,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Felicidad y Desarrollo Organizacional'
programa-de-especializacion-en-felicidad-y-desarrollo-organizacional,https://udeponline.pe/programa-de-especializacion-en-felicidad-y-desarrollo-organizacional/,modal,be719c32-c6ca-4e4c-ae56-e748f2edeb3a,be719c32-c6ca-4e4c-ae56-e748f2edeb3a,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Felicidad y Desarrollo Organizacional'
programa-de-especializacion-en-gestion-del-cambio-y-negociacion-de-conflictos,https://udeponline.pe/programa-de-especializacion-en-gestion-del-cambio-y-negociacion-de-conflictos/,banner,9359c5fb-9bf0-49ff-8048-d44d56eddeb1,9359c5fb-9bf0-49ff-8048-d44d56eddeb1,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,REVISAR,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,"el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Gestión del Cambio y Negociación de Conflictos'; REVISAR: Entra por el cluster Emprendimiento, Innovación y Tecnología; por tema corresponderia a Habilidades de Gestión."
programa-de-especializacion-en-gestion-del-cambio-y-negociacion-de-conflictos,https://udeponline.pe/programa-de-especializacion-en-gestion-del-cambio-y-negociacion-de-conflictos/,modal,9359c5fb-9bf0-49ff-8048-d44d56eddeb1,9359c5fb-9bf0-49ff-8048-d44d56eddeb1,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,REVISAR,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,"el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Gestión del Cambio y Negociación de Conflictos'; REVISAR: Entra por el cluster Emprendimiento, Innovación y Tecnología; por tema corresponderia a Habilidades de Gestión."
programa-de-especializacion-en-gestion-del-talento-y-negociacion-de-conflictos,https://udeponline.pe/programa-de-especializacion-en-gestion-del-talento-y-negociacion-de-conflictos/,banner,0c7b3436-4cc6-4ada-91ea-76b82d1e64ed,0c7b3436-4cc6-4ada-91ea-76b82d1e64ed,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Gestión de Talento y Negociación de Conflictos'
programa-de-especializacion-en-gestion-del-talento-y-negociacion-de-conflictos,https://udeponline.pe/programa-de-especializacion-en-gestion-del-talento-y-negociacion-de-conflictos/,modal,0c7b3436-4cc6-4ada-91ea-76b82d1e64ed,0c7b3436-4cc6-4ada-91ea-76b82d1e64ed,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Gestión de Talento y Negociación de Conflictos'
programa-de-especializacion-en-habilidades-para-la-gestion-de-equipos,https://udeponline.pe/programa-de-especializacion-en-habilidades-para-la-gestion-de-equipos/,banner,78d79e2c-ef41-47b8-a76f-16c67851c99e,78d79e2c-ef41-47b8-a76f-16c67851c99e,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Habilidades para la Gestión de Equipos'
programa-de-especializacion-en-habilidades-para-la-gestion-de-equipos,https://udeponline.pe/programa-de-especializacion-en-habilidades-para-la-gestion-de-equipos/,modal,78d79e2c-ef41-47b8-a76f-16c67851c99e,78d79e2c-ef41-47b8-a76f-16c67851c99e,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Habilidades para la Gestión de Equipos'
programa-de-especializacion-en-inteligencia-emocional-y-coaching,https://udeponline.pe/programa-de-especializacion-en-inteligencia-emocional-y-coaching/,banner,518f587e-3cfe-4c56-85d7-1939a4624925,518f587e-3cfe-4c56-85d7-1939a4624925,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Inteligencia Emocional y Coaching'
programa-de-especializacion-en-inteligencia-emocional-y-coaching,https://udeponline.pe/programa-de-especializacion-en-inteligencia-emocional-y-coaching/,modal,518f587e-3cfe-4c56-85d7-1939a4624925,518f587e-3cfe-4c56-85d7-1939a4624925,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Inteligencia Emocional y Coaching'
programa-de-especializacion-en-liderazgo-y-comunicacion-efectiva,https://udeponline.pe/programa-de-especializacion-en-liderazgo-y-comunicacion-efectiva/,banner,20d1a6ad-9788-4a2a-a6cc-4917bed546e8,20d1a6ad-9788-4a2a-a6cc-4917bed546e8,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Liderazgo y Comunicación Efectiva'
programa-de-especializacion-en-liderazgo-y-comunicacion-efectiva,https://udeponline.pe/programa-de-especializacion-en-liderazgo-y-comunicacion-efectiva/,modal,20d1a6ad-9788-4a2a-a6cc-4917bed546e8,20d1a6ad-9788-4a2a-a6cc-4917bed546e8,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Liderazgo y Comunicación Efectiva'
programa-de-especializacion-en-liderazgo-y-felicidad-organizacional,https://udeponline.pe/programa-de-especializacion-en-liderazgo-y-felicidad-organizacional/,banner,81e1fd4a-6992-4150-9153-ca6bcb9ad986,81e1fd4a-6992-4150-9153-ca6bcb9ad986,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'liderazgo_y_felicidad_organizacional'
programa-de-especializacion-en-liderazgo-y-felicidad-organizacional,https://udeponline.pe/programa-de-especializacion-en-liderazgo-y-felicidad-organizacional/,modal,81e1fd4a-6992-4150-9153-ca6bcb9ad986,81e1fd4a-6992-4150-9153-ca6bcb9ad986,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'liderazgo_y_felicidad_organizacional'
programa-de-especializacion-en-liderazgo-y-gestion-del-talento,https://udeponline.pe/programa-de-especializacion-en-liderazgo-y-gestion-del-talento/,banner,c207918c-7869-42f2-96f7-76a963123ef5,c207918c-7869-42f2-96f7-76a963123ef5,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Liderazgo y Gestión del Talento'
programa-de-especializacion-en-liderazgo-y-gestion-del-talento,https://udeponline.pe/programa-de-especializacion-en-liderazgo-y-gestion-del-talento/,modal,c207918c-7869-42f2-96f7-76a963123ef5,c207918c-7869-42f2-96f7-76a963123ef5,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Liderazgo y Gestión del Talento'
programa-de-especializacion-en-liderazgo-y-negociacion-de-conflictos,https://udeponline.pe/programa-de-especializacion-en-liderazgo-y-negociacion-de-conflictos/,banner,84f82226-d1c2-43aa-b4e9-da20f43c0548,84f82226-d1c2-43aa-b4e9-da20f43c0548,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Liderazgo y Negociación de Conflictos'; marcado de WordPress: 8 incrustaciones / 1 formularios
programa-de-especializacion-en-liderazgo-y-negociacion-de-conflictos,https://udeponline.pe/programa-de-especializacion-en-liderazgo-y-negociacion-de-conflictos/,modal,84f82226-d1c2-43aa-b4e9-da20f43c0548,84f82226-d1c2-43aa-b4e9-da20f43c0548,PENDIENTE,,,NO,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,OTRO_PROGRAMA,OK,PENDIENTE,NO_VERIFICABLE_POR_API,OK,B,CRITICO,editar el formulario en HubSpot (no cambia el formId),5minutos,el campo oculto envia 'Marketing Digital y Ecommerce' y la pagina es de 'Liderazgo y Negociación de Conflictos'; marcado de WordPress: 8 incrustaciones / 1 formularios
