pagina,url,instancia,formId_en_la_pagina,apunta_hoy_a_nombre_real_hubspot,programa_que_envia_el_formulario,formId_canon,nombre_en_canon,fila_canon,canon_encontrado_por,coincide_con_canon,veredicto,formId_que_debe_quedar,accion,detalle
curso-de-felicidad-y-bienestar-organizacional,https://udeponline.pe/curso-de-felicidad-y-bienestar-organizacional/,hero,3727950a-ecce-48ee-b75e-b3c46cc54c7a,Curso Felicidad y Bienestar Organizacional Piura (UDN UDEP),Gestión del Talento,3727950a-ecce-48ee-b75e-b3c46cc54c7a,Felicidad y Bienestar Organizacional,31,url,SI,COINCIDE,3727950a-ecce-48ee-b75e-b3c46cc54c7a,nada: el formId de la pagina es el correcto,
curso-de-felicidad-y-bienestar-organizacional,https://udeponline.pe/curso-de-felicidad-y-bienestar-organizacional/,modal,3727950a-ecce-48ee-b75e-b3c46cc54c7a,Curso Felicidad y Bienestar Organizacional Piura (UDN UDEP),Gestión del Talento,3727950a-ecce-48ee-b75e-b3c46cc54c7a,Felicidad y Bienestar Organizacional,31,url,SI,COINCIDE,3727950a-ecce-48ee-b75e-b3c46cc54c7a,nada: el formId de la pagina es el correcto,
curso-de-gestion-de-equipos-de-alto-rendimiento,https://udeponline.pe/curso-de-gestion-de-equipos-de-alto-rendimiento/,hero,84e5b722-e953-4dc9-a199-61f96667f10e,Curso Gestión de Equipos de Alto Rendimiento Piura  (UDN UDEP),Gestión del Talento,84e5b722-e953-4dc9-a199-61f96667f10e,Gestión de Equipos de Alto Rendimiento,32,url,SI,COINCIDE,84e5b722-e953-4dc9-a199-61f96667f10e,nada: el formId de la pagina es el correcto,
curso-de-gestion-de-equipos-de-alto-rendimiento,https://udeponline.pe/curso-de-gestion-de-equipos-de-alto-rendimiento/,modal,84e5b722-e953-4dc9-a199-61f96667f10e,Curso Gestión de Equipos de Alto Rendimiento Piura  (UDN UDEP),Gestión del Talento,84e5b722-e953-4dc9-a199-61f96667f10e,Gestión de Equipos de Alto Rendimiento,32,url,SI,COINCIDE,84e5b722-e953-4dc9-a199-61f96667f10e,nada: el formId de la pagina es el correcto,
curso-de-gestion-del-talento,https://udeponline.pe/curso-de-gestion-del-talento/,hero,d6c333ed-17db-4e16-8afa-d87ef1b4eb49,Curso Gestión del Talento Piura (UDN UDEP),Gestión del Talento,d6c333ed-17db-4e16-8afa-d87ef1b4eb49,Gestión del Talento,21,url,SI,COINCIDE,d6c333ed-17db-4e16-8afa-d87ef1b4eb49,nada: el formId de la pagina es el correcto,
curso-de-gestion-del-talento,https://udeponline.pe/curso-de-gestion-del-talento/,modal,d6c333ed-17db-4e16-8afa-d87ef1b4eb49,Curso Gestión del Talento Piura (UDN UDEP),Gestión del Talento,d6c333ed-17db-4e16-8afa-d87ef1b4eb49,Gestión del Talento,21,url,SI,COINCIDE,d6c333ed-17db-4e16-8afa-d87ef1b4eb49,nada: el formId de la pagina es el correcto,
curso-de-inteligencia-emocional,https://udeponline.pe/curso-de-inteligencia-emocional/,hero,c1438a54-76d7-4155-8ec0-28d6c65e24fb,Curso Inteligencia Emocional (UDN-UDEP).,,c1438a54-76d7-4155-8ec0-28d6c65e24fb,Inteligencia Emocional,26,url,SI,COINCIDE,c1438a54-76d7-4155-8ec0-28d6c65e24fb,nada: el formId de la pagina es el correcto,
curso-de-inteligencia-emocional,https://udeponline.pe/curso-de-inteligencia-emocional/,modal,c1438a54-76d7-4155-8ec0-28d6c65e24fb,Curso Inteligencia Emocional (UDN-UDEP).,,c1438a54-76d7-4155-8ec0-28d6c65e24fb,Inteligencia Emocional,26,url,SI,COINCIDE,c1438a54-76d7-4155-8ec0-28d6c65e24fb,nada: el formId de la pagina es el correcto,
curso-de-liderazgo-en-la-era-digital,https://udeponline.pe/curso-de-liderazgo-en-la-era-digital/,hero,89781058-251b-4213-9673-08605ddc1b93,Curso Liderazgo en la era digital Piura (UDN UDEP),Gestión del Talento,89781058-251b-4213-9673-08605ddc1b93,Liderazgo en la Era Digital,20,url,SI,COINCIDE,89781058-251b-4213-9673-08605ddc1b93,nada: el formId de la pagina es el correcto,
curso-de-liderazgo-en-la-era-digital,https://udeponline.pe/curso-de-liderazgo-en-la-era-digital/,modal,89781058-251b-4213-9673-08605ddc1b93,Curso Liderazgo en la era digital Piura (UDN UDEP),Gestión del Talento,89781058-251b-4213-9673-08605ddc1b93,Liderazgo en la Era Digital,20,url,SI,COINCIDE,89781058-251b-4213-9673-08605ddc1b93,nada: el formId de la pagina es el correcto,
curso-de-marketing-digital,https://udeponline.pe/curso-de-marketing-digital/,hero,b6e43bcf-a7cc-4b9e-ae6c-1087963599b3,Curso Marketing Digital (UDN-UDEP),,b6e43bcf-a7cc-4b9e-ae6c-1087963599b3,Marketing Digital,29,url,SI,COINCIDE,b6e43bcf-a7cc-4b9e-ae6c-1087963599b3,nada: el formId de la pagina es el correcto,
curso-de-marketing-digital,https://udeponline.pe/curso-de-marketing-digital/,modal,b6e43bcf-a7cc-4b9e-ae6c-1087963599b3,Curso Marketing Digital (UDN-UDEP),,b6e43bcf-a7cc-4b9e-ae6c-1087963599b3,Marketing Digital,29,url,SI,COINCIDE,b6e43bcf-a7cc-4b9e-ae6c-1087963599b3,nada: el formId de la pagina es el correcto,
curso-de-negociacion-y-resolucion-de-conflictos,https://udeponline.pe/curso-de-negociacion-y-resolucion-de-conflictos/,hero,51477554-b683-4fb1-99c3-9b063b68c3a3,Curso Negociación y Resolución de Conflictos Piura  (UDN UDEP),Gestión del Talento,51477554-b683-4fb1-99c3-9b063b68c3a3,Negociación y Resolución de Conflictos,22,url,SI,COINCIDE,51477554-b683-4fb1-99c3-9b063b68c3a3,nada: el formId de la pagina es el correcto,
curso-de-negociacion-y-resolucion-de-conflictos,https://udeponline.pe/curso-de-negociacion-y-resolucion-de-conflictos/,modal,51477554-b683-4fb1-99c3-9b063b68c3a3,Curso Negociación y Resolución de Conflictos Piura  (UDN UDEP),Gestión del Talento,51477554-b683-4fb1-99c3-9b063b68c3a3,Negociación y Resolución de Conflictos,22,url,SI,COINCIDE,51477554-b683-4fb1-99c3-9b063b68c3a3,nada: el formId de la pagina es el correcto,
curso-de-negocios-e-commerce,https://udeponline.pe/curso-de-negocios-e-commerce/,hero,66f1f7d0-79f6-4ef5-8796-4d0e41e3db89,Curso Negocios Ecommerce (UDN - UDEP) ,,66f1f7d0-79f6-4ef5-8796-4d0e41e3db89,Negocios Ecommerce,28,url,SI,COINCIDE,66f1f7d0-79f6-4ef5-8796-4d0e41e3db89,nada: el formId de la pagina es el correcto,
curso-de-negocios-e-commerce,https://udeponline.pe/curso-de-negocios-e-commerce/,modal,66f1f7d0-79f6-4ef5-8796-4d0e41e3db89,Curso Negocios Ecommerce (UDN - UDEP) ,,66f1f7d0-79f6-4ef5-8796-4d0e41e3db89,Negocios Ecommerce,28,url,SI,COINCIDE,66f1f7d0-79f6-4ef5-8796-4d0e41e3db89,nada: el formId de la pagina es el correcto,
curso-de-negocios-innovadores,https://udeponline.pe/curso-de-negocios-innovadores/,hero,a44b1d7f-6c25-4797-a134-6e4581722480,Curso Negocios Innovadores  (UDN UDEP),Gestión del Talento,a44b1d7f-6c25-4797-a134-6e4581722480,Negocios Innovadores,35,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,a44b1d7f-6c25-4797-a134-6e4581722480,nada: el formId de la pagina es el correcto,
curso-de-negocios-innovadores,https://udeponline.pe/curso-de-negocios-innovadores/,modal,a44b1d7f-6c25-4797-a134-6e4581722480,Curso Negocios Innovadores  (UDN UDEP),Gestión del Talento,a44b1d7f-6c25-4797-a134-6e4581722480,Negocios Innovadores,35,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,a44b1d7f-6c25-4797-a134-6e4581722480,nada: el formId de la pagina es el correcto,
curso-de-transformacion-digital,https://udeponline.pe/curso-de-transformacion-digital/,hero,179df4f7-4389-45b3-9550-8cf9d6ac1c09,Curso Transformación Digital Piura  (UDN UDEP),Gestión del Talento,179df4f7-4389-45b3-9550-8cf9d6ac1c09,Transformación Digital,23,url,SI,COINCIDE,179df4f7-4389-45b3-9550-8cf9d6ac1c09,nada: el formId de la pagina es el correcto,
curso-de-transformacion-digital,https://udeponline.pe/curso-de-transformacion-digital/,modal,179df4f7-4389-45b3-9550-8cf9d6ac1c09,Curso Transformación Digital Piura  (UDN UDEP),Gestión del Talento,179df4f7-4389-45b3-9550-8cf9d6ac1c09,Transformación Digital,23,url,SI,COINCIDE,179df4f7-4389-45b3-9550-8cf9d6ac1c09,nada: el formId de la pagina es el correcto,
curso-desarrollo-organizacional-y-gestion-del-cambio,https://udeponline.pe/curso-desarrollo-organizacional-y-gestion-del-cambio/,hero,47578cfa-f426-4fc3-a358-e880a8ad121e,Curso Desarrollo Organizacional y Gestión del Cambio  (UDN UDEP),Gestión del Talento,47578cfa-f426-4fc3-a358-e880a8ad121e,Desarrollo Organizacional y Gestión del Cambio,27,url,SI,COINCIDE,47578cfa-f426-4fc3-a358-e880a8ad121e,nada: el formId de la pagina es el correcto,
curso-desarrollo-organizacional-y-gestion-del-cambio,https://udeponline.pe/curso-desarrollo-organizacional-y-gestion-del-cambio/,modal,47578cfa-f426-4fc3-a358-e880a8ad121e,Curso Desarrollo Organizacional y Gestión del Cambio  (UDN UDEP),Gestión del Talento,47578cfa-f426-4fc3-a358-e880a8ad121e,Desarrollo Organizacional y Gestión del Cambio,27,url,SI,COINCIDE,47578cfa-f426-4fc3-a358-e880a8ad121e,nada: el formId de la pagina es el correcto,
diplomado-en-gestion-de-la-felicidad-y-bienestar-organizacional,https://udeponline.pe/diplomado-en-gestion-de-la-felicidad-y-bienestar-organizacional/,hero,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,PIURA: Gestión Felicidad y Bienestar Organizacional (UDN UDEP),Marketing Digital y Ecommerce,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,Diplomado Gestión Felicidad y Bienestar Organizaciona,41,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,nada: el formId de la pagina es el correcto,
diplomado-en-gestion-de-la-felicidad-y-bienestar-organizacional,https://udeponline.pe/diplomado-en-gestion-de-la-felicidad-y-bienestar-organizacional/,modal,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,PIURA: Gestión Felicidad y Bienestar Organizacional (UDN UDEP),Marketing Digital y Ecommerce,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,Diplomado Gestión Felicidad y Bienestar Organizaciona,41,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,0ce67a0b-b785-4f54-b09f-0016e2f3a4d2,nada: el formId de la pagina es el correcto,
diplomado-en-habilidades-para-la-gestion-de-equipos,https://udeponline.pe/diplomado-en-habilidades-para-la-gestion-de-equipos/,hero,c86ebf10-b97f-49a4-98ca-c16c183462ad,PIURA: Habilidades para la Gestión de Equipos (UDN UDEP),Marketing Digital y Ecommerce,c86ebf10-b97f-49a4-98ca-c16c183462ad,Diplomado en Habilidades para la Gestión de Equipos,39,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,c86ebf10-b97f-49a4-98ca-c16c183462ad,nada: el formId de la pagina es el correcto,
diplomado-en-habilidades-para-la-gestion-de-equipos,https://udeponline.pe/diplomado-en-habilidades-para-la-gestion-de-equipos/,modal,c86ebf10-b97f-49a4-98ca-c16c183462ad,PIURA: Habilidades para la Gestión de Equipos (UDN UDEP),Marketing Digital y Ecommerce,c86ebf10-b97f-49a4-98ca-c16c183462ad,Diplomado en Habilidades para la Gestión de Equipos,39,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,c86ebf10-b97f-49a4-98ca-c16c183462ad,nada: el formId de la pagina es el correcto,
diplomado-en-inteligencia-emocional-y-coaching-para-el-liderazgo-en-las-organizaciones,https://udeponline.pe/diplomado-en-inteligencia-emocional-y-coaching-para-el-liderazgo-en-las-organizaciones/,hero,bef4306e-9106-4ad8-920f-c01e63c7726e,PIURA: Diplomado Inteligencia Emocional & Coaching (UDN UDEP),Marketing Digital y Ecommerce,,,,,NO,CANON SIN FILA,bef4306e-9106-4ad8-920f-c01e63c7726e,nada: el formId de la pagina es el correcto; agregar la fila a la planilla,la planilla no tiene fila para esta pagina
diplomado-en-inteligencia-emocional-y-coaching-para-el-liderazgo-en-las-organizaciones,https://udeponline.pe/diplomado-en-inteligencia-emocional-y-coaching-para-el-liderazgo-en-las-organizaciones/,modal,bef4306e-9106-4ad8-920f-c01e63c7726e,PIURA: Diplomado Inteligencia Emocional & Coaching (UDN UDEP),Marketing Digital y Ecommerce,,,,,NO,CANON SIN FILA,bef4306e-9106-4ad8-920f-c01e63c7726e,nada: el formId de la pagina es el correcto; agregar la fila a la planilla,la planilla no tiene fila para esta pagina
diplomado-en-liderazgo-y-gestion-del-talento,https://udeponline.pe/diplomado-en-liderazgo-y-gestion-del-talento/,hero,74f59f7e-d2cd-40ad-911b-face84652266,PIURA: Diplomado Liderazgo y Gestión del Talento (UDN UDEP),Marketing Digital y Ecommerce,74f59f7e-d2cd-40ad-911b-face84652266,Diplomado Liderazgo y Gestión del Talento,40,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,74f59f7e-d2cd-40ad-911b-face84652266,nada: el formId de la pagina es el correcto,
diplomado-en-liderazgo-y-gestion-del-talento,https://udeponline.pe/diplomado-en-liderazgo-y-gestion-del-talento/,modal,74f59f7e-d2cd-40ad-911b-face84652266,PIURA: Diplomado Liderazgo y Gestión del Talento (UDN UDEP),Marketing Digital y Ecommerce,74f59f7e-d2cd-40ad-911b-face84652266,Diplomado Liderazgo y Gestión del Talento,40,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,74f59f7e-d2cd-40ad-911b-face84652266,nada: el formId de la pagina es el correcto,
diplomado-en-marketing-digital-y-analitica,https://udeponline.pe/diplomado-en-marketing-digital-y-analitica/,hero,36b4d47d-ccc6-4c5f-add9-b6477706ad65,PIURA: DiplomadoMarketing Digital y Analítica (UDN UDEP),Marketing Digital y Ecommerce,36b4d47d-ccc6-4c5f-add9-b6477706ad65,Diplomado Marketing Digital y Analítica,38,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,36b4d47d-ccc6-4c5f-add9-b6477706ad65,nada: el formId de la pagina es el correcto,
diplomado-en-marketing-digital-y-analitica,https://udeponline.pe/diplomado-en-marketing-digital-y-analitica/,modal,36b4d47d-ccc6-4c5f-add9-b6477706ad65,PIURA: DiplomadoMarketing Digital y Analítica (UDN UDEP),Marketing Digital y Ecommerce,36b4d47d-ccc6-4c5f-add9-b6477706ad65,Diplomado Marketing Digital y Analítica,38,id (la URL del canon no coincide o esta vacia),SI,COINCIDE,36b4d47d-ccc6-4c5f-add9-b6477706ad65,nada: el formId de la pagina es el correcto,
diplomado-en-marketing-digital-y-ecommerce,https://udeponline.pe/diplomado-en-marketing-digital-y-ecommerce/,hero,243be113-191b-4e14-92a7-1636105d46f4,PIURA: Diplomado en Marketing Digital y Ecommerce (UDN UDEP),Marketing Digital y Ecommerce,243be113-191b-4e14-92a7-1636105d46f4,Diplomado En Marketing Digital Y Ecommerce,36,url,SI,COINCIDE,243be113-191b-4e14-92a7-1636105d46f4,nada: el formId de la pagina es el correcto,
diplomado-en-marketing-digital-y-ecommerce,https://udeponline.pe/diplomado-en-marketing-digital-y-ecommerce/,modal,243be113-191b-4e14-92a7-1636105d46f4,PIURA: Diplomado en Marketing Digital y Ecommerce (UDN UDEP),Marketing Digital y Ecommerce,243be113-191b-4e14-92a7-1636105d46f4,Diplomado En Marketing Digital Y Ecommerce,36,url,SI,COINCIDE,243be113-191b-4e14-92a7-1636105d46f4,nada: el formId de la pagina es el correcto,
